showID,csoonID
50918,59825
50879,59826
50923,59827
49937,59828
50895,59829
50896,59830
51057,59831
50969,59832
50939,59833
50941,59834
50984,59835
50922,59836
50974,59837
51028,59838
50940,59839
50953,59840
50989,59841
50987,59842
50945,59843
50982,59844
51008,59845
50997,59846
51001,59847
50973,59848
51041,59849
50977,59850
50985,59851
50961,59852
50998,59853
50856,59854
51000,59855
51007,59856
51009,59857
51005,59858
51048,59859
51017,59860
49986,59861
51046,59863
49613,59864
49932,59865
50618,59866
50815,59868
51045,59869
51094,59870
50870,59871
51090,59872
51086,59873
51085,59874
51065,59875
51067,59876
51059,59878
51070,59879
51063,59880
51106,59881
51099,59882
51066,59883
51171,59884
49787,59885
51110,59886
51079,59887
51080,59888
50926,59889
51117,59890
51151,59892
51157,59893
51304,59894
51103,59895
51082,59896
50915,59897
51134,59898
51129,59900
51111,59901
51112,59902
51114,59903
51119,59904
50721,59906
51162,59907
51174,59908
51081,59909
51173,59911
1151,59912
51130,59913
49613,59914
51011,59915
51059,59916
51143,59918
51145,59919
51176,59920
51179,59921
51163,59922
51175,59923
51195,59924
50590,59925
51170,59926
51187,59928
51177,59929
51245,59930
50066,59932
51209,59933
51217,59934
51216,59935
51218,59936
51186,59937
51208,59938
51185,59939
51215,59940
51181,59941
51221,59942
51220,59943
51251,59944
51244,59946
51233,59947
50420,59948
51243,59950
51247,59951
51240,59952
51236,59953
51237,59954
51169,59955
51097,59956
51229,59957
51264,59958
51293,59959
50743,59960
51308,59961
51320,59962
51234,59963
51260,59964
51235,59965
51239,59966
51263,59967
51246,59968
50998,59969
51265,59970
51399,59971
51194,59972
51314,59973
51270,59974
51368,59975
51292,59976
51300,59977
51303,59978
51278,59979
49787,59980
51318,59981
50799,59982
51232,59984
51266,59986
51338,59987
51313,59988
51256,59989
51342,59990
51367,59991
49937,59992
51324,59993
51389,59994
51377,59995
51337,59996
51371,59997
51372,59998
51356,59999
51322,60000
51374,60001
51400,60002
51407,60003
50743,60004
51386,60005
51444,60006
51419,60007
51446,60008
51454,60009
51456,60010
51443,60011
51445,60012
51437,60013
51457,60014
50749,60015
51405,60016
51453,60017
51447,60018
51414,60019
51390,60020
51471,60021
51460,60022
51299,60023
51469,60024
51487,60025
51442,60026
51427,60027
51432,60028
51435,60029
51438,60030
51578,60031
51425,60032
51308,60033
51660,60034
51350,60035
51507,60036
51540,60037
51555,60038
51431,60039
51537,60040
51489,60041
51484,60042
51491,60043
51492,60044
51488,60045
51529,60046
51511,60047
50590,60048
51496,60049
51502,60050
51480,60051
51501,60052
50800,60053
51506,60054
51508,60055
51450,60056
51510,60057
51522,60058
51528,60059
51533,60060
51597,60061
51574,60062
51538,60063
51557,60064
51543,60065
51541,60066
51542,60067
51525,60068
50420,60069
50799,60070
51544,60071
51549,60072
51554,60073
51558,60075
51536,60077
51561,60078
51601,60079
51575,60080
51600,60082
51595,60083
51650,60084
51568,60085
51570,60086
49787,60087
51579,60088
51585,60089
51615,60090
51451,60092
51624,60093
51608,60094
51643,60095
51587,60096
51590,60097
51592,60098
51593,60099
51594,60100
51604,60101
51605,60102
51586,60103
51613,60104
51648,60105
51655,60106
51635,60107
51700,60108
51646,60109
51414,60110
1170,60112
51668,60113
51663,60114
51654,60115
51625,60116
51627,60117
51719,60118
51658,60119
51659,60120
51666,60121
51672,60122
51852,60123
51768,60124
51736,60125
51757,60126
51729,60127
51749,60128
51751,60130
51754,60131
51753,60132
51651,60133
51712,60134
51714,60135
51737,60136
51813,60137
51705,60138
51808,60139
51793,60140
51727,60141
51730,60142
51533,60143
51839,60144
51665,60145
51806,60146
51752,60147
51368,60148
51765,60149
51767,60150
51814,60151
51790,60152
51785,60153
51791,60154
51789,60155
51771,60157
51561,60158
51804,60159
51834,60160
51876,60161
51788,60162
51916,60163
51905,60164
51926,60165
51822,60166
51811,60167
51812,60168
51857,60169
51849,60170
51945,60171
51938,60172
51874,60173
51833,60174
51879,60176
51854,60177
51835,60178
51838,60179
51840,60180
51817,60181
51848,60182
51884,60183
51950,60184
51903,60185
51856,60186
51846,60187
51855,60188
52179,60189
52185,60190
52420,60191
51889,60192
51861,60193
51860,60194
51935,60195
51885,60196
51895,60197
51898,60199
51900,60200
51998,60201
51880,60202
51887,60203
51888,60204
51915,60205
51882,60207
51883,60208
51929,60209
52063,60210
51921,60211
51932,60212
51994,60213
49787,60214
51999,60215
52007,60216
52008,60217
52018,60218
51968,60219
52005,60220
51897,60224
52003,60225
52021,60226
52022,60227
51934,60228
51933,60229
51939,60230
51918,60231
51946,60232
51956,60233
52132,60234
51993,60235
52011,60236
52040,60237
51949,60238
51940,60239
51995,60240
51989,60241
51831,60242
51794,60243
51967,60244
52030,60245
51991,60246
51972,60247
51969,60249
52023,60250
52032,60251
51983,60252
1178,60253
52195,60254
52228,60255
52231,60256
52232,60257
52024,60258
52044,60259
52009,60261
51577,60262
52042,60263
52092,60264
52055,60266
52098,60267
52099,60268
52050,60270
52053,60271
52051,60272
52058,60273
52019,60274
52066,60275
52031,60276
52033,60277
52036,60278
52100,60279
52054,60280
52060,60281
52071,60282
52075,60283
52251,60285
52246,60286
52248,60287
52254,60288
52201,60289
52081,60290
52094,60291
52080,60293
52110,60294
52049,60295
51935,60296
52172,60297
52070,60298
52117,60299
52120,60300
52088,60301
52078,60302
52233,60303
52205,60304
52085,60305
51790,60306
51308,60307
52089,60308
52093,60309
52157,60310
52101,60311
52102,60312
52214,60313
52212,60314
52197,60315
52169,60316
52238,60317
52158,60318
52198,60319
52165,60320
52168,60322
52025,60324
52184,60325
1185,60327
52167,60328
52170,60329
51719,60330
51328,60331
52243,60332
52134,60333
52062,60334
52182,60335
52203,60336
49787,60338
52204,60340
52187,60341
52263,60342
52289,60343
52290,60344
52287,60345
52252,60346
52225,60347
52340,60352
52314,60353
52337,60354
51793,60355
52300,60356
52215,60357
52216,60358
52361,60360
52550,60361
52344,60362
52331,60363
52334,60364
52270,60365
52271,60366
52311,60367
52303,60368
52301,60369
52304,60370
52354,60371
51854,60372
52275,60373
52288,60374
52291,60375
52316,60376
52328,60377
52381,60379
52330,60380
52386,60381
52429,60382
52432,60383
52435,60384
52388,60385
52434,60386
52433,60388
52359,60389
52368,60390
52450,60391
52307,60392
52310,60393
1196,60394
52362,60395
52363,60396
52324,60397
52322,60398
52317,60399
52326,60400
52329,60401
52367,60402
52349,60403
52418,60405
52422,60406
52419,60407
52350,60409
52462,60410
52467,60411
52469,60412
52380,60413
52356,60414
52203,60415
52358,60416
52431,60417
52364,60418
52442,60419
52377,60420
52427,60421
52365,60422
52510,60423
52460,60424
52475,60425
52494,60426
52387,60427
52393,60428
52405,60429
52428,60430
52430,60431
52515,60432
52235,60433
52498,60434
52465,60435
52385,60436
52517,60437
52521,60438
52539,60440
52449,60441
52503,60442
52548,60443
52454,60445
52524,60446
52446,60448
52609,60449
52608,60451
52596,60452
52595,60453
52593,60454
52591,60455
52588,60456
52571,60457
51719,60458
51577,60460
52577,60461
52585,60462
52594,60463
1203,60464
52500,60466
52506,60468
52516,60470
52518,60471
52519,60472
52522,60473
52523,60474
52525,60475
52527,60476
52528,60477
52617,60478
52602,60481
52547,60485
52552,60486
52553,60487
52556,60488
52560,60489
52561,60490
52562,60491
52563,60492
52667,60493
52604,60494
52618,60495
52599,60496
51368,60497
52361,60499
52055,60500
52615,60502
52627,60506
52474,60507
52623,60508
52309,60509
52606,60510
52624,60511
52647,60513
52648,60514
52760,60515
52680,60516
52656,60518
52625,60519
52722,60520
52726,60521
52730,60522
52732,60523
52670,60524
52669,60525
52314,60526
52347,60527
52699,60528
52702,60529
52739,60530
52629,60532
52638,60534
52636,60535
52630,60536
52642,60537
52675,60538
52693,60539
52801,60540
52238,60541
52758,60542
52728,60543
52703,60544
52735,60545
52676,60546
52677,60547
52088,60548
52696,60549
52747,60550
52687,60551
52692,60552
52708,60553
52700,60554
52203,60555
52775,60557
52762,60558
52756,60559
52787,60560
52719,60561
52723,60563
52786,60564
52766,60566
52754,60567
52266,60568
52548,60569
52610,60570
52736,60571
52809,60572
52818,60573
51793,60574
52810,60575
52765,60576
52872,60577
52811,60578
52798,60579
52781,60580
52843,60581
53010,60582
52808,60583
52800,60585
52829,60586
52830,60587
52846,60588
52772,60589
52835,60590
52870,60591
52898,60592
52773,60593
52776,60594
52839,60595
52788,60596
52794,60597
52876,60598
52860,60599
52785,60600
52917,60601
52936,60602
52901,60603
52907,60604
52897,60605
52892,60606
52894,60607
1209,60608
52848,60609
52849,60610
52884,60611
52853,60612
52854,60613
52856,60614
52858,60615
52861,60616
52877,60617
52878,60618
52879,60619
52908,60620
52871,60621
52971,60622
52885,60623
52881,60624
52470,60625
52891,60626
52974,60627
52895,60629
52899,60630
52902,60631
52903,60632
52904,60633
51719,60634
53006,60636
53023,60637
52381,60638
52922,60639
52927,60640
53018,60641
51577,60642
52913,60643
52916,60644
52918,60645
52893,60646
52912,60647
53003,60648
52920,60649
52995,60650
52923,60651
52943,60652
52987,60654
53020,60655
52707,60656
52132,60657
51368,60658
52361,60659
52951,60660
47972,60661
52972,60662
53040,60663
52973,60664
52976,60665
53007,60666
53030,60667
53025,60668
52990,60669
52999,60670
53005,60671
53014,60672
52997,60673
52900,60674
53039,60675
53103,60676
53016,60677
53052,60678
53050,60679
53004,60680
53008,60681
53066,60682
53021,60683
53013,60684
53019,60685
53047,60686
53061,60687
53064,60688
53026,60689
53093,60690
53032,60691
52656,60692
53060,60693
53073,60694
53078,60695
53045,60696
53046,60697
53087,60698
52985,60699
53111,60700
50380,60701
53063,60702
53160,60703
53068,60704
53069,60705
53133,60706
53095,60707
53097,60708
53077,60709
53088,60710
52203,60711
53143,60712
53145,60713
53165,60714
53169,60715
53183,60716
53127,60717
53099,60718
53202,60719
53108,60720
52630,60721
53190,60722
53113,60723
53162,60724
53168,60725
53130,60727
53159,60728
53220,60729
53167,60730
53181,60731
53199,60732
53198,60733
53152,60734
53150,60735
52936,60736
53193,60737
53177,60738
53178,60739
53156,60740
53157,60741
53186,60742
53225,60743
53153,60744
52548,60745
53141,60746
53204,60747
53163,60748
53180,60749
53252,60750
53232,60751
53227,60753
53188,60754
53114,60756
53221,60757
53260,60758
53263,60759
53233,60761
53235,60762
53237,60763
53249,60764
53245,60765
53195,60766
53265,60767
53272,60768
53257,60769
53206,60770
53209,60771
53277,60772
53330,60773
53228,60774
53234,60775
53315,60776
53289,60777
53290,60778
53275,60779
53291,60780
53270,60781
53238,60782
52381,60783
53337,60784
53297,60785
53327,60786
53329,60787
53310,60788
53166,60789
53317,60790
53307,60791
53318,60792
53308,60793
53284,60794
53247,60795
51577,60798
53286,60799
53328,60801
53305,60803
53363,60805
53369,60806
53358,60807
53366,60808
53389,60813
53326,60814
53439,60815
53377,60816
53371,60817
51793,60818
53336,60820
53357,60821
53360,60822
53365,60823
53367,60824
53355,60825
53352,60826
53401,60828
53333,60829
53405,60831
53449,60834
53397,60835
53420,60838
53148,60841
53425,60843
53419,60851
53450,60853
52656,60856
53452,60857
52630,60858
53427,60863
